destination,origin,flow,year
Virginia,Indiana,2413,2019
Washington,Indiana,2244,2019
West Virginia,Indiana,178,2019
Wisconsin,Indiana,1951,2019
Wyoming,Indiana,616,2019
Alabama,Iowa,722,2019
Alaska,Iowa,143,2019
Arizona,Iowa,2982,2019
Arkansas,Iowa,674,2019
California,Iowa,1956,2019
Colorado,Iowa,2589,2019
Connecticut,Iowa,165,2019
Delaware,Iowa,0,2019
District of Columbia,Iowa,59,2019
Florida,Iowa,3669,2019
Georgia,Iowa,1566,2019
Hawaii,Iowa,0,2019
Idaho,Iowa,14,2019
Illinois,Iowa,10294,2019
Indiana,Iowa,1744,2019
Kansas,Iowa,1010,2019
Kentucky,Iowa,1573,2019
Louisiana,Iowa,330,2019
Maine,Iowa,183,2019
Maryland,Iowa,130,2019
Massachusetts,Iowa,390,2019
Michigan,Iowa,600,2019
Minnesota,Iowa,5739,2019
Mississippi,Iowa,246,2019
Missouri,Iowa,5774,2019
Montana,Iowa,350,2019
Nebraska,Iowa,6952,2019
Nevada,Iowa,1706,2019
New Hampshire,Iowa,56,2019
New Jersey,Iowa,61,2019
New Mexico,Iowa,4,2019
New York,Iowa,1554,2019
North Carolina,Iowa,1227,2019
North Dakota,Iowa,652,2019
Ohio,Iowa,1005,2019
Oklahoma,Iowa,551,2019
Oregon,Iowa,802,2019
Pennsylvania,Iowa,278,2019
Rhode Island,Iowa,413,2019
South Carolina,Iowa,871,2019
South Dakota,Iowa,3613,2019
Tennessee,Iowa,857,2019
Texas,Iowa,3306,2019
Utah,Iowa,929,2019
Vermont,Iowa,56,2019
Virginia,Iowa,1827,2019
Washington,Iowa,644,2019
West Virginia,Iowa,119,2019
Wisconsin,Iowa,4289,2019
Wyoming,Iowa,23,2019
Alabama,Kansas,1212,2019
Alaska,Kansas,1296,2019
Arizona,Kansas,3742,2019
Arkansas,Kansas,1139,2019
California,Kansas,2941,2019
Colorado,Kansas,6544,2019
Connecticut,Kansas,94,2019
Delaware,Kansas,189,2019
District of Columbia,Kansas,41,2019
Florida,Kansas,1813,2019
Georgia,Kansas,3931,2019
Hawaii,Kansas,466,2019
Idaho,Kansas,179,2019
Illinois,Kansas,2307,2019
Indiana,Kansas,1349,2019
Iowa,Kansas,1295,2019
Kentucky,Kansas,565,2019
Louisiana,Kansas,133,2019
Maine,Kansas,0,2019
Maryland,Kansas,91,2019
Massachusetts,Kansas,274,2019
Michigan,Kansas,1039,2019
Minnesota,Kansas,607,2019
Mississippi,Kansas,220,2019
Missouri,Kansas,20685,2019
Montana,Kansas,137,2019
Nebraska,Kansas,4054,2019
Nevada,Kansas,559,2019
New Hampshire,Kansas,0,2019
New Jersey,Kansas,480,2019
New Mexico,Kansas,475,2019
New York,Kansas,1329,2019
North Carolina,Kansas,857,2019
North Dakota,Kansas,292,2019
Ohio,Kansas,1318,2019
Oklahoma,Kansas,4371,2019
Oregon,Kansas,954,2019
Pennsylvania,Kansas,1073,2019
Rhode Island,Kansas,0,2019
South Carolina,Kansas,1043,2019
South Dakota,Kansas,581,2019
Tennessee,Kansas,1204,2019
Texas,Kansas,12823,2019
Utah,Kansas,552,2019
Vermont,Kansas,0,2019
Virginia,Kansas,973,2019
Washington,Kansas,1924,2019
West Virginia,Kansas,45,2019
Wisconsin,Kansas,1421,2019
Wyoming,Kansas,366,2019
Alabama,Kentucky,1500,2019
Alaska,Kentucky,1017,2019
Arizona,Kentucky,383,2019
Arkansas,Kentucky,265,2019
California,Kentucky,2606,2019
Colorado,Kentucky,1455,2019
Connecticut,Kentucky,135,2019
Delaware,Kentucky,0,2019
District of Columbia,Kentucky,131,2019
Florida,Kentucky,10545,2019
Georgia,Kentucky,2614,2019
Hawaii,Kentucky,471,2019
Idaho,Kentucky,183,2019
Illinois,Kentucky,3514,2019
Indiana,Kentucky,12483,2019
Iowa,Kentucky,376,2019
Kansas,Kentucky,1297,2019
Louisiana,Kentucky,171,2019
Maine,Kentucky,236,2019
Maryland,Kentucky,161,2019
Massachusetts,Kentucky,621,2019
Michigan,Kentucky,1961,2019
Minnesota,Kentucky,445,2019
Mississippi,Kentucky,463,2019
Missouri,Kentucky,2042,2019
Montana,Kentucky,49,2019
Nebraska,Kentucky,182,2019
Nevada,Kentucky,211,2019
New Hampshire,Kentucky,376,2019
New Jersey,Kentucky,537,2019
New Mexico,Kentucky,78,2019
New York,Kentucky,1553,2019
North Carolina,Kentucky,4793,2019
North Dakota,Kentucky,0,2019
Ohio,Kentucky,17884,2019
Oklahoma,Kentucky,537,2019
Oregon,Kentucky,219,2019
Pennsylvania,Kentucky,1222,2019
Rhode Island,Kentucky,148,2019
South Carolina,Kentucky,3545,2019
South Dakota,Kentucky,0,2019
Tennessee,Kentucky,11500,2019
Texas,Kentucky,6239,2019
Utah,Kentucky,194,2019
Vermont,Kentucky,12,2019
Virginia,Kentucky,2619,2019
Washington,Kentucky,953,2019
West Virginia,Kentucky,1518,2019
Wisconsin,Kentucky,1468,2019
Wyoming,Kentucky,149,2019
Alabama,Louisiana,3789,2019
Alaska,Louisiana,529,2019
Arizona,Louisiana,1650,2019
Arkansas,Louisiana,4089,2019
California,Louisiana,5347,2019
Colorado,Louisiana,3901,2019
Connecticut,Louisiana,764,2019
Delaware,Louisiana,41,2019
District of Columbia,Louisiana,452,2019
Florida,Louisiana,8606,2019
Georgia,Louisiana,2845,2019
Hawaii,Louisiana,117,2019
Idaho,Louisiana,117,2019
Illinois,Louisiana,805,2019
Indiana,Louisiana,621,2019
Iowa,Louisiana,502,2019
Kansas,Louisiana,313,2019
Kentucky,Louisiana,668,2019
Maine,Louisiana,136,2019
Maryland,Louisiana,1000,2019
Massachusetts,Louisiana,1831,2019
Michigan,Louisiana,686,2019
Minnesota,Louisiana,192,2019
Mississippi,Louisiana,9257,2019
Missouri,Louisiana,1488,2019
Montana,Louisiana,954,2019
Nebraska,Louisiana,59,2019
Nevada,Louisiana,1276,2019
New Hampshire,Louisiana,391,2019
New Jersey,Louisiana,449,2019
New Mexico,Louisiana,365,2019
New York,Louisiana,1757,2019
North Carolina,Louisiana,1272,2019
North Dakota,Louisiana,144,2019
Ohio,Louisiana,538,2019
Oklahoma,Louisiana,1942,2019
Oregon,Louisiana,765,2019
Pennsylvania,Louisiana,1657,2019
Rhode Island,Louisiana,53,2019
South Carolina,Louisiana,1721,2019
South Dakota,Louisiana,0,2019
Tennessee,Louisiana,1964,2019
Texas,Louisiana,24513,2019
Utah,Louisiana,1046,2019
Vermont,Louisiana,0,2019
Virginia,Louisiana,2609,2019
Washington,Louisiana,1298,2019
West Virginia,Louisiana,0,2019
Wisconsin,Louisiana,1167,2019
Wyoming,Louisiana,201,2019
Alabama,Maine,140,2019
Alaska,Maine,77,2019
Arizona,Maine,218,2019
Arkansas,Maine,39,2019
California,Maine,2335,2019
Colorado,Maine,900,2019
Connecticut,Maine,743,2019
Delaware,Maine,0,2019
District of Columbia,Maine,448,2019
Florida,Maine,4812,2019
Georgia,Maine,252,2019
Hawaii,Maine,0,2019
Idaho,Maine,231,2019
Illinois,Maine,564,2019
Indiana,Maine,146,2019
Iowa,Maine,0,2019
Kansas,Maine,0,2019
Kentucky,Maine,1893,2019
Louisiana,Maine,0,2019
Maryland,Maine,213,2019
Massachusetts,Maine,6122,2019
Michigan,Maine,1716,2019
Minnesota,Maine,207,2019
Mississippi,Maine,0,2019
Missouri,Maine,644,2019
Montana,Maine,72,2019
Nebraska,Maine,47,2019
Nevada,Maine,0,2019
New Hampshire,Maine,4524,2019
New Jersey,Maine,916,2019
New Mexico,Maine,119,2019
New York,Maine,1918,2019
North Carolina,Maine,526,2019
North Dakota,Maine,82,2019
Ohio,Maine,251,2019
Oklahoma,Maine,17,2019
Oregon,Maine,630,2019
Pennsylvania,Maine,1787,2019
Rhode Island,Maine,475,2019
South Carolina,Maine,833,2019
South Dakota,Maine,0,2019
Tennessee,Maine,339,2019
Texas,Maine,1212,2019
Utah,Maine,0,2019
Vermont,Maine,565,2019
Virginia,Maine,856,2019
Washington,Maine,864,2019
West Virginia,Maine,223,2019
Wisconsin,Maine,175,2019
Wyoming,Maine,136,2019
Alabama,Maryland,808,2019
Alaska,Maryland,339,2019
Arizona,Maryland,1905,2019
Arkansas,Maryland,535,2019
California,Maryland,11775,2019
Colorado,Maryland,3555,2019
Connecticut,Maryland,1720,2019
Delaware,Maryland,8646,2019
District of Columbia,Maryland,15499,2019
Florida,Maryland,14831,2019
Georgia,Maryland,1992,2019
Hawaii,Maryland,352,2019
Idaho,Maryland,385,2019
Illinois,Maryland,2572,2019
Indiana,Maryland,542,2019
Iowa,Maryland,1444,2019
Kansas,Maryland,219,2019
Kentucky,Maryland,1076,2019
Louisiana,Maryland,812,2019
Maine,Maryland,787,2019
Massachusetts,Maryland,3521,2019
Michigan,Maryland,984,2019
Minnesota,Maryland,826,2019
Mississippi,Maryland,975,2019
Missouri,Maryland,1210,2019
Montana,Maryland,21,2019
Nebraska,Maryland,1092,2019
Nevada,Maryland,2540,2019
New Hampshire,Maryland,927,2019
New Jersey,Maryland,3772,2019
New Mexico,Maryland,384,2019
New York,Maryland,6015,2019
North Carolina,Maryland,13408,2019
North Dakota,Maryland,33,2019
Ohio,Maryland,2889,2019
Oklahoma,Maryland,672,2019
Oregon,Maryland,103,2019
Pennsylvania,Maryland,21659,2019
Rhode Island,Maryland,243,2019
South Carolina,Maryland,6663,2019
South Dakota,Maryland,290,2019
Tennessee,Maryland,1744,2019
Texas,Maryland,8660,2019
Utah,Maryland,1152,2019
Vermont,Maryland,316,2019
Virginia,Maryland,27172,2019
Washington,Maryland,2017,2019
West Virginia,Maryland,3976,2019
Wisconsin,Maryland,241,2019
Wyoming,Maryland,0,2019
Alabama,Massachusetts,1452,2019
Alaska,Massachusetts,515,2019
Arizona,Massachusetts,2745,2019
Arkansas,Massachusetts,97,2019
California,Massachusetts,16158,2019
Colorado,Massachusetts,6053,2019
Connecticut,Massachusetts,13020,2019
Delaware,Massachusetts,548,2019
District of Columbia,Massachusetts,2383,2019
Florida,Massachusetts,17056,2019
Georgia,Massachusetts,2876,2019
Hawaii,Massachusetts,489,2019
Idaho,Massachusetts,168,2019
Illinois,Massachusetts,3693,2019
Indiana,Massachusetts,469,2019
Iowa,Massachusetts,271,2019
Kansas,Massachusetts,6,2019
Kentucky,Massachusetts,301,2019
Louisiana,Massachusetts,277,2019
Maine,Massachusetts,7005,2019
Maryland,Massachusetts,2248,2019
Michigan,Massachusetts,2271,2019
Minnesota,Massachusetts,2442,2019
Mississippi,Massachusetts,252,2019
Missouri,Massachusetts,464,2019
Montana,Massachusetts,374,2019
Nebraska,Massachusetts,218,2019
Nevada,Massachusetts,407,2019
New Hampshire,Massachusetts,18723,2019
New Jersey,Massachusetts,2726,2019
New Mexico,Massachusetts,259,2019
New York,Massachusetts,17910,2019
North Carolina,Massachusetts,5389,2019
North Dakota,Massachusetts,113,2019
Ohio,Massachusetts,2304,2019
Oklahoma,Massachusetts,255,2019
Oregon,Massachusetts,1689,2019
Pennsylvania,Massachusetts,4551,2019
Rhode Island,Massachusetts,12742,2019
South Carolina,Massachusetts,3094,2019
South Dakota,Massachusetts,0,2019
Tennessee,Massachusetts,1109,2019
Texas,Massachusetts,8277,2019
Utah,Massachusetts,545,2019
Vermont,Massachusetts,4045,2019
Virginia,Massachusetts,5480,2019
Washington,Massachusetts,3526,2019
West Virginia,Massachusetts,425,2019
Wisconsin,Massachusetts,584,2019
Wyoming,Massachusetts,100,2019
Alabama,Michigan,1893,2019
Alaska,Michigan,310,2019
Arizona,Michigan,7914,2019
Arkansas,Michigan,820,2019
California,Michigan,6406,2019
Colorado,Michigan,3101,2019
Connecticut,Michigan,1091,2019
Delaware,Michigan,0,2019
District of Columbia,Michigan,758,2019
Florida,Michigan,21668,2019
Georgia,Michigan,4281,2019
Hawaii,Michigan,90,2019
Idaho,Michigan,607,2019
Illinois,Michigan,10396,2019
Indiana,Michigan,8509,2019
Iowa,Michigan,350,2019
Kansas,Michigan,537,2019
Kentucky,Michigan,3825,2019
Louisiana,Michigan,554,2019
Maine,Michigan,494,2019
Maryland,Michigan,1017,2019
Massachusetts,Michigan,1260,2019
Minnesota,Michigan,3106,2019
Mississippi,Michigan,309,2019
Missouri,Michigan,1328,2019
Montana,Michigan,346,2019
Nebraska,Michigan,510,2019
Nevada,Michigan,1229,2019
New Hampshire,Michigan,581,2019
New Jersey,Michigan,1657,2019
New Mexico,Michigan,216,2019
New York,Michigan,5504,2019
North Carolina,Michigan,6302,2019
North Dakota,Michigan,1015,2019
Ohio,Michigan,14049,2019
Oklahoma,Michigan,794,2019
Oregon,Michigan,1250,2019
Pennsylvania,Michigan,1969,2019
Rhode Island,Michigan,49,2019
South Carolina,Michigan,2251,2019
South Dakota,Michigan,128,2019
Tennessee,Michigan,6548,2019
Texas,Michigan,11061,2019
Utah,Michigan,748,2019
Vermont,Michigan,103,2019
Virginia,Michigan,6012,2019
Washington,Michigan,3703,2019
West Virginia,Michigan,316,2019
Wisconsin,Michigan,5307,2019
Wyoming,Michigan,93,2019
Alabama,Minnesota,41,2019
Alaska,Minnesota,417,2019
Arizona,Minnesota,5868,2019
Arkansas,Minnesota,1142,2019
California,Minnesota,8951,2019
Colorado,Minnesota,5523,2019
Connecticut,Minnesota,676,2019
Delaware,Minnesota,0,2019
District of Columbia,Minnesota,278,2019
Florida,Minnesota,6239,2019
Georgia,Minnesota,968,2019
Hawaii,Minnesota,500,2019
Idaho,Minnesota,324,2019
Illinois,Minnesota,3930,2019
Indiana,Minnesota,1599,2019
Iowa,Minnesota,5358,2019
Kansas,Minnesota,2373,2019
Kentucky,Minnesota,310,2019
Louisiana,Minnesota,112,2019
Maine,Minnesota,0,2019
Maryland,Minnesota,542,2019
Massachusetts,Minnesota,1344,2019
Michigan,Minnesota,1747,2019
Mississippi,Minnesota,0,2019
Missouri,Minnesota,1321,2019
Montana,Minnesota,996,2019
Nebraska,Minnesota,1615,2019
Nevada,Minnesota,782,2019
New Hampshire,Minnesota,92,2019
New Jersey,Minnesota,98,2019
New Mexico,Minnesota,356,2019
New York,Minnesota,2237,2019
North Carolina,Minnesota,2447,2019
North Dakota,Minnesota,13506,2019
Ohio,Minnesota,1540,2019
Oklahoma,Minnesota,638,2019
Oregon,Minnesota,1368,2019
Pennsylvania,Minnesota,2708,2019
Rhode Island,Minnesota,0,2019
South Carolina,Minnesota,685,2019
South Dakota,Minnesota,5777,2019
Tennessee,Minnesota,1215,2019
Texas,Minnesota,5949,2019
Utah,Minnesota,770,2019
Vermont,Minnesota,56,2019
Virginia,Minnesota,1033,2019
Washington,Minnesota,2378,2019
West Virginia,Minnesota,433,2019
Wisconsin,Minnesota,17524,2019
Wyoming,Minnesota,492,2019
Alabama,Mississippi,4377,2019
Alaska,Mississippi,86,2019
Arizona,Mississippi,393,2019
Arkansas,Mississippi,1867,2019
California,Mississippi,2354,2019
Colorado,Mississippi,554,2019
Connecticut,Mississippi,0,2019
Delaware,Mississippi,26,2019
District of Columbia,Mississippi,265,2019
Florida,Mississippi,4572,2019
Georgia,Mississippi,5502,2019
Hawaii,Mississippi,0,2019
Idaho,Mississippi,192,2019
Illinois,Mississippi,765,2019
Indiana,Mississippi,699,2019
Iowa,Mississippi,424,2019
Kansas,Mississippi,521,2019
Kentucky,Mississippi,246,2019
Louisiana,Mississippi,5395,2019
Maine,Mississippi,0,2019
Maryland,Mississippi,396,2019
Massachusetts,Mississippi,297,2019
Michigan,Mississippi,1502,2019
Minnesota,Mississippi,495,2019
Missouri,Mississippi,2091,2019
Montana,Mississippi,30,2019
Nebraska,Mississippi,238,2019
Nevada,Mississippi,1861,2019
New Hampshire,Mississippi,0,2019
New Jersey,Mississippi,499,2019
New Mexico,Mississippi,83,2019
New York,Mississippi,444,2019
North Carolina,Mississippi,818,2019
North Dakota,Mississippi,0,2019
Ohio,Mississippi,1413,2019
Oklahoma,Mississippi,271,2019
Oregon,Mississippi,10,2019
Pennsylvania,Mississippi,65,2019
Rhode Island,Mississippi,49,2019
South Carolina,Mississippi,546,2019
South Dakota,Mississippi,24,2019
Tennessee,Mississippi,12011,2019
Texas,Mississippi,6316,2019
Utah,Mississippi,168,2019
Vermont,Mississippi,0,2019
Virginia,Mississippi,1512,2019
Washington,Mississippi,136,2019
West Virginia,Mississippi,0,2019
Wisconsin,Mississippi,581,2019
Wyoming,Mississippi,0,2019
Alabama,Missouri,864,2019
Alaska,Missouri,890,2019
Arizona,Missouri,2248,2019
Arkansas,Missouri,4368,2019
California,Missouri,7638,2019
Colorado,Missouri,4801,2019
Connecticut,Missouri,212,2019
Delaware,Missouri,37,2019
District of Columbia,Missouri,976,2019
Florida,Missouri,11326,2019
Georgia,Missouri,5863,2019
Hawaii,Missouri,729,2019
Idaho,Missouri,404,2019
Illinois,Missouri,13389,2019
Indiana,Missouri,2373,2019
Iowa,Missouri,3461,2019
Kansas,Missouri,27065,2019
Kentucky,Missouri,1498,2019
Louisiana,Missouri,920,2019
Maine,Missouri,67,2019
Maryland,Missouri,263,2019
Massachusetts,Missouri,662,2019
Michigan,Missouri,2800,2019
Minnesota,Missouri,1568,2019
Mississippi,Missouri,528,2019
Montana,Missouri,487,2019
Nebraska,Missouri,1679,2019
Nevada,Missouri,995,2019
New Hampshire,Missouri,0,2019
New Jersey,Missouri,296,2019
New Mexico,Missouri,372,2019
New York,Missouri,1054,2019
North Carolina,Missouri,2982,2019
North Dakota,Missouri,1050,2019
Ohio,Missouri,3289,2019
Oklahoma,Missouri,4166,2019
Oregon,Missouri,947,2019
Pennsylvania,Missouri,1760,2019
Rhode Island,Missouri,135,2019
South Carolina,Missouri,656,2019
South Dakota,Missouri,445,2019
Tennessee,Missouri,2492,2019
Texas,Missouri,8085,2019
Utah,Missouri,995,2019
Vermont,Missouri,113,2019
Virginia,Missouri,3137,2019
Washington,Missouri,1938,2019
West Virginia,Missouri,361,2019
Wisconsin,Missouri,2796,2019
Wyoming,Missouri,582,2019
Alabama,Montana,151,2019
Alaska,Montana,113,2019
Arizona,Montana,1636,2019
Arkansas,Montana,74,2019
California,Montana,1974,2019
Colorado,Montana,1984,2019
Connecticut,Montana,0,2019
Delaware,Montana,29,2019
District of Columbia,Montana,4,2019
Florida,Montana,591,2019
Georgia,Montana,359,2019
Hawaii,Montana,625,2019
Idaho,Montana,3026,2019
Illinois,Montana,37,2019
Indiana,Montana,326,2019
Iowa,Montana,402,2019
Kansas,Montana,1227,2019
Kentucky,Montana,8,2019
Louisiana,Montana,248,2019
Maine,Montana,548,2019
Maryland,Montana,0,2019
Massachusetts,Montana,392,2019
Michigan,Montana,75,2019
Minnesota,Montana,1379,2019
Mississippi,Montana,133,2019
Missouri,Montana,589,2019
Nebraska,Montana,302,2019
Nevada,Montana,1206,2019
New Hampshire,Montana,278,2019
New Jersey,Montana,30,2019
New Mexico,Montana,468,2019
New York,Montana,194,2019
North Carolina,Montana,1004,2019
North Dakota,Montana,1660,2019
Ohio,Montana,599,2019
Oklahoma,Montana,617,2019
Oregon,Montana,2927,2019
Pennsylvania,Montana,15,2019
Rhode Island,Montana,0,2019
South Carolina,Montana,0,2019
South Dakota,Montana,674,2019
Tennessee,Montana,700,2019
Texas,Montana,2136,2019
Utah,Montana,1294,2019
Vermont,Montana,0,2019
Virginia,Montana,1211,2019
Washington,Montana,6017,2019
West Virginia,Montana,0,2019
Wisconsin,Montana,130,2019
Wyoming,Montana,1850,2019
Alabama,Nebraska,386,2019
Alaska,Nebraska,1,2019
Arizona,Nebraska,2307,2019
Arkansas,Nebraska,380,2019
California,Nebraska,2587,2019
Colorado,Nebraska,4861,2019
Connecticut,Nebraska,189,2019
Delaware,Nebraska,262,2019
District of Columbia,Nebraska,49,2019
Florida,Nebraska,1948,2019
Georgia,Nebraska,2881,2019
Hawaii,Nebraska,200,2019
Idaho,Nebraska,304,2019
Illinois,Nebraska,1772,2019
Indiana,Nebraska,204,2019
Iowa,Nebraska,7454,2019
Kansas,Nebraska,2836,2019
Kentucky,Nebraska,341,2019
Louisiana,Nebraska,317,2019
Maine,Nebraska,0,2019
Maryland,Nebraska,80,2019
Massachusetts,Nebraska,96,2019
Michigan,Nebraska,948,2019
Minnesota,Nebraska,1365,2019
Mississippi,Nebraska,290,2019
Missouri,Nebraska,3190,2019
Montana,Nebraska,424,2019
Nevada,Nebraska,90,2019
New Hampshire,Nebraska,57,2019
New Jersey,Nebraska,384,2019
New Mexico,Nebraska,0,2019
New York,Nebraska,746,2019
North Carolina,Nebraska,217,2019
North Dakota,Nebraska,288,2019
Ohio,Nebraska,691,2019
Oklahoma,Nebraska,973,2019
Oregon,Nebraska,312,2019
Pennsylvania,Nebraska,2007,2019
Rhode Island,Nebraska,17,2019
South Carolina,Nebraska,205,2019
South Dakota,Nebraska,1620,2019
Tennessee,Nebraska,419,2019
Texas,Nebraska,3842,2019
Utah,Nebraska,640,2019
Vermont,Nebraska,14,2019
Virginia,Nebraska,556,2019
Washington,Nebraska,1780,2019
West Virginia,Nebraska,96,2019
Wisconsin,Nebraska,872,2019
Wyoming,Nebraska,927,2019
Alabama,Nevada,771,2019
Alaska,Nevada,986,2019
Arizona,Nevada,7514,2019
Arkansas,Nevada,962,2019
California,Nevada,26433,2019
Colorado,Nevada,3888,2019
Connecticut,Nevada,174,2019
Delaware,Nevada,149,2019
District of Columbia,Nevada,0,2019
Florida,Nevada,3674,2019
Georgia,Nevada,1991,2019
Hawaii,Nevada,2641,2019
Idaho,Nevada,2093,2019
Illinois,Nevada,1394,2019
Indiana,Nevada,2016,2019
Iowa,Nevada,492,2019
Kansas,Nevada,147,2019
Kentucky,Nevada,645,2019
Louisiana,Nevada,829,2019
Maine,Nevada,32,2019
Maryland,Nevada,472,2019
Massachusetts,Nevada,869,2019
Michigan,Nevada,1348,2019
Minnesota,Nevada,1081,2019
Mississippi,Nevada,298,2019
Missouri,Nevada,877,2019
Montana,Nevada,1928,2019
Nebraska,Nevada,35,2019
New Hampshire,Nevada,160,2019
New Jersey,Nevada,717,2019
New Mexico,Nevada,2303,2019
New York,Nevada,2366,2019
North Carolina,Nevada,1094,2019
North Dakota,Nevada,270,2019
Ohio,Nevada,2525,2019
Oklahoma,Nevada,1018,2019
Oregon,Nevada,3592,2019
Pennsylvania,Nevada,721,2019
Rhode Island,Nevada,0,2019
South Carolina,Nevada,1087,2019
South Dakota,Nevada,34,2019
Tennessee,Nevada,2101,2019
Texas,Nevada,10529,2019
Utah,Nevada,4423,2019
Vermont,Nevada,128,2019
Virginia,Nevada,2302,2019
Washington,Nevada,2556,2019
West Virginia,Nevada,64,2019
Wisconsin,Nevada,747,2019
Wyoming,Nevada,2881,2019
Alabama,New Hampshire,176,2019
Alaska,New Hampshire,0,2019
Arizona,New Hampshire,392,2019
Arkansas,New Hampshire,0,2019
California,New Hampshire,709,2019
Colorado,New Hampshire,196,2019
Connecticut,New Hampshire,741,2019
Delaware,New Hampshire,78,2019
District of Columbia,New Hampshire,49,2019
Florida,New Hampshire,3529,2019
Georgia,New Hampshire,686,2019
Hawaii,New Hampshire,48,2019
Idaho,New Hampshire,0,2019
Illinois,New Hampshire,507,2019
Indiana,New Hampshire,0,2019
Iowa,New Hampshire,0,2019
Kansas,New Hampshire,92,2019
Kentucky,New Hampshire,0,2019
Louisiana,New Hampshire,341,2019
Maine,New Hampshire,5838,2019
Maryland,New Hampshire,725,2019
Massachusetts,New Hampshire,11731,2019
Michigan,New Hampshire,742,2019
Minnesota,New Hampshire,0,2019
Mississippi,New Hampshire,37,2019
Missouri,New Hampshire,277,2019
Montana,New Hampshire,63,2019
